Date,Open,High,Low,Close,Adj Close,Volume
2023-04-19,144.449997,146.460007,143.649994,144.550003,144.550003,2887400
2023-04-20,142.300003,144.130005,141.740005,142.720001,142.720001,2993900
2023-04-21,144.070007,146.800003,143.520004,145.190002,145.190002,3672200
2023-04-24,144.850006,145.809998,140.772995,142.509995,142.509995,3470900
2023-04-25,140.559998,140.660004,135.259995,135.479996,135.479996,7176400
2023-04-26,142.779999,149.279999,142.600006,147.059998,147.059998,9439700
2023-04-27,148.320007,149.880005,145.130005,148.770004,148.770004,5736400
2023-04-28,145.669998,148.759995,140.869995,148.080002,148.080002,5223100
2023-05-01,148.149994,148.460007,145.009995,146.970001,146.970001,3011100
2023-05-02,146.440002,147.050003,143.539993,144.839996,144.839996,2845500
2023-05-03,144.070007,147.589996,142.442001,144.639999,144.639999,3309100
2023-05-04,148.979996,156.589996,148.860001,155.270004,155.270004,7030500
2023-05-05,155.750000,159.050003,153.000000,154.169998,154.169998,4536000
2023-05-08,160.110001,163.182007,156.289993,160.419998,160.419998,5587200
2023-05-09,158.970001,164.559998,158.610001,163.869995,163.869995,3767300
2023-05-10,165.809998,173.270004,165.199997,172.039993,172.039993,6799400
2023-05-11,170.210007,171.779999,168.850006,170.070007,170.070007,3466400
2023-05-12,169.199997,171.320007,166.419998,167.399994,167.399994,4036600
2023-05-15,167.660004,172.880005,166.899994,172.050003,172.050003,3436500
2023-05-16,170.139999,173.050003,168.789993,171.710007,171.710007,3480000
2023-05-17,172.089996,174.550003,170.300003,174.020004,174.020004,4335600
2023-05-18,175.970001,185.000000,175.509995,184.309998,184.309998,7229100
2023-05-19,181.179993,182.460007,175.710007,176.820007,176.820007,6561400
2023-05-22,176.509995,182.199997,175.393005,178.470001,178.470001,4424300
2023-05-23,177.039993,182.500000,175.082001,175.160004,175.160004,4558500
2023-05-24,173.639999,178.399994,172.121002,177.139999,177.139999,10020800
2023-05-25,150.470001,158.729996,143.110001,147.910004,147.910004,23970000
2023-05-26,146.860001,152.899994,144.824997,150.009995,150.009995,11503500
2023-05-30,151.179993,159.990005,150.500000,158.649994,158.649994,9655800
2023-05-31,158.000000,168.979996,157.429993,165.360001,165.360001,14605700
2023-06-01,160.369995,169.460007,160.000000,167.279999,167.279999,5597700
2023-06-02,172.300003,182.949997,172.080002,175.210007,175.210007,9746200
2023-06-05,175.809998,183.550003,175.500000,181.750000,181.750000,5608700
2023-06-06,181.250000,185.039993,181.169998,182.220001,182.220001,5827700
2023-06-07,182.009995,183.000000,167.367004,169.070007,169.070007,8407600
2023-06-08,167.654999,174.660004,166.399994,174.309998,174.309998,5847400
2023-06-09,174.309998,176.526001,169.289993,170.649994,170.649994,5311100
2023-06-12,170.270004,172.380005,167.837997,171.889999,171.889999,5090300
2023-06-13,173.029999,174.860001,168.759995,173.440002,173.440002,4183000
2023-06-14,172.729996,181.330002,171.110001,181.070007,181.070007,6664400
2023-06-15,179.179993,191.649994,178.350006,190.979996,190.979996,9779300
2023-06-16,191.570007,193.940002,182.921005,184.179993,184.179993,6585100
2023-06-20,183.300003,185.671005,176.710999,179.080002,179.080002,5301800
2023-06-21,180.699997,183.600006,173.259995,173.389999,173.389999,5463300
2023-06-22,171.179993,179.740005,170.820007,178.600006,178.600006,5186300
2023-06-23,175.750000,181.817001,174.610001,178.250000,178.250000,6245500
2023-06-26,180.589996,183.389999,169.509995,169.839996,169.839996,6906800
2023-06-27,176.990005,179.149994,170.559998,177.020004,177.020004,9516400
2023-06-28,179.179993,191.940002,178.850006,183.850006,183.850006,13895600
2023-06-29,183.550003,186.169998,175.121002,175.770004,175.770004,9010600
2023-06-30,179.330002,181.500000,175.750000,175.979996,175.979996,7332300
2023-07-03,176.000000,178.100006,174.649994,176.990005,176.990005,2665300
2023-07-05,175.000000,175.901993,170.630005,172.550003,172.550003,6166800
2023-07-06,169.820007,173.102005,167.485001,172.190002,172.190002,4744200
2023-07-07,173.369995,176.410004,170.490005,170.610001,170.610001,3206700
2023-07-10,166.529999,170.479996,162.600006,169.649994,169.649994,6857300
2023-07-11,171.199997,174.343994,169.320007,172.050003,172.050003,4267400
2023-07-12,175.089996,175.759995,170.220001,171.929993,171.929993,4546900
2023-07-13,175.824997,184.449997,175.270004,184.220001,184.220001,8873500
2023-07-14,184.940002,187.789993,180.070007,180.789993,180.789993,5350500
2023-07-17,182.500000,185.580002,181.110001,184.210007,184.210007,3675500
2023-07-18,185.479996,189.240005,182.100006,188.199997,188.199997,4361100
2023-07-19,191.860001,193.229996,185.149994,185.449997,185.449997,3933200
2023-07-20,182.470001,183.949997,175.550003,176.330002,176.330002,6092900
2023-07-21,178.679993,180.809998,175.850006,175.899994,175.899994,4017300
2023-07-24,176.110001,177.350006,172.860001,174.800003,174.800003,3458900
